theme_set_id,theme_synonym_id,pattern,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,n_in_min
06_11_21,1520926,582640317420744031,0,0,2,0,9,8,3,3,3,3,2,2,2,2,-3,2,2,1,1,0,8,5,2,2,3,3,3
06_11_22,6532421,031584627002421511,3,0,1,0,5,8,4,0,4,3,3,3,1,3,-3,0,0,1,0,0,6,4,3,3,3,2,4
06_11_23,6473622,314826075022202720,2,3,2,0,11,11,6,3,2,3,1,2,2,2,-3,3,1,3,1,0,6,2,5,2,1,1,72
06_11_24,3714893,314056827032044141,1,0,2,0,5,7,4,4,3,4,3,4,3,1,-4,2,4,1,2,0,5,2,3,4,3,1,8
06_11_25,6532421,031584627002421511,3,0,1,0,5,8,4,0,4,3,3,3,1,3,-3,0,0,1,0,0,6,4,3,3,3,2,4
06_11_26,6677368,350871462040251453,3,2,1,0,7,4,3,0,4,2,3,2,1,2,-2,0,0,2,0,0,6,6,1,2,3,4,15
06_12_13,1828993,034856712553423152,0,0,4,0,3,9,4,10,2,5,0,4,5,2,-5,0,0,0,1,0,7,1,4,1,0,1,7
06_12_14,1548625,860351427255424021,0,0,3,0,11,10,3,4,4,4,0,3,3,4,-4,4,0,1,1,0,8,2,3,3,2,1,35
06_12_15,6693563,351674028021511050,3,2,3,0,9,8,5,0,3,1,2,4,1,2,-1,0,0,2,0,0,6,1,4,2,2,0,7
06_12_16,1891321,245863017431444741,0,0,5,0,11,8,3,6,2,3,0,5,2,2,-3,6,0,0,1,0,8,1,3,1,1,0,16
06_12_17,1888628,520876314445510031,0,0,4,0,9,8,5,12,0,3,2,4,2,0,-3,4,6,0,3,0,6,1,4,2,1,1,11
06_12_18,1550083,328507164041241311,0,0,3,0,11,10,6,12,1,2,1,3,1,1,-2,4,3,3,3,0,6,1,5,1,1,0,15
06_12_19,1827869,201856734451430051,0,0,4,0,11,9,5,18,0,3,0,4,2,0,-3,6,0,0,3,0,6,0,5,0,0,0,35
06_12_20,6461756,380567412027213076,2,2,4,0,11,9,5,0,2,3,1,4,2,2,-3,0,0,1,0,2,7,1,4,1,1,0,10
06_12_21,1891321,245863017431444741,0,0,5,0,11,8,3,6,2,3,0,5,2,2,-3,6,0,0,1,0,8,1,3,1,1,0,16
06_12_22,1821141,580621347425514521,0,0,3,0,9,9,2,3,4,4,1,3,2,4,-4,0,1,0,1,0,8,4,2,3,3,2,15
06_12_23,1827869,201856734451430051,0,0,4,0,11,9,5,18,0,3,0,4,2,0,-3,6,0,0,3,0,6,0,5,0,0,0,35
06_12_24,4683024,302581647004425532,1,0,4,0,4,6,3,2,4,3,3,5,1,3,-3,1,2,0,1,0,7,3,1,4,3,1,12
06_12_25,1888274,520861437455255051,0,0,4,0,9,8,2,4,3,4,1,4,3,3,-4,0,1,1,1,0,8,3,2,4,3,1,8
06_12_26,1821141,580621347425514521,0,0,3,0,9,9,2,3,4,4,1,3,2,4,-4,0,1,0,1,0,8,4,2,3,3,2,15
06_13_14,6424641,582134067032251571,2,2,1,0,9,11,4,0,3,5,0,2,4,3,-5,0,0,1,0,2,7,2,4,2,2,1,25
06_13_15,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
06_13_16,1505476,150837264035251071,0,0,2,0,9,11,4,8,3,5,0,2,4,3,-5,4,0,1,1,0,7,3,3,2,2,1,4
06_13_17,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
06_13_18,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
06_13_19,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
06_13_20,6424641,582134067032251571,2,2,1,0,9,11,4,0,3,5,0,2,4,3,-5,0,0,1,0,2,7,2,4,2,2,1,25
06_13_21,915181,538601742142144140,0,0,2,0,3,8,3,5,3,5,0,3,5,3,-5,0,0,0,1,0,8,2,3,3,1,2,11
06_13_22,1505476,150837264035251071,0,0,2,0,9,11,4,8,3,5,0,2,4,3,-5,4,0,1,1,0,7,3,3,2,2,1,4
06_13_23,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
06_13_24,1398017,814253067032744771,0,0,2,0,7,9,3,8,2,5,1,3,4,1,-5,4,2,1,2,0,7,2,3,3,3,1,8
06_13_25,6424641,582134067032251571,2,2,1,0,9,11,4,0,3,5,0,2,4,3,-5,0,0,1,0,2,7,2,4,2,2,1,25
06_13_26,915181,538601742142144140,0,0,2,0,3,8,3,5,3,5,0,3,5,3,-5,0,0,0,1,0,8,2,3,3,1,2,11
06_14_15,31481,145283067221104751,0,0,1,0,11,11,4,8,3,3,0,2,2,3,-3,4,0,2,2,0,7,3,4,2,2,1,10
06_14_16,1548625,860351427255424021,0,0,3,0,11,10,3,4,4,4,0,3,3,4,-4,4,0,1,1,0,8,2,3,3,2,1,35
06_14_17,1497479,310647582025700431,0,0,2,0,9,10,4,4,3,3,2,2,2,3,-3,2,4,0,2,0,7,4,3,2,3,2,11
06_14_18,31481,145283067221104751,0,0,1,0,11,11,4,8,3,3,0,2,2,3,-3,4,0,2,2,0,7,3,4,2,2,1,10
06_14_19,31481,145283067221104751,0,0,1,0,11,11,4,8,3,3,0,2,2,3,-3,4,0,2,2,0,7,3,4,2,2,1,10
06_14_20,6424641,582134067032251571,2,2,1,0,9,11,4,0,3,5,0,2,4,3,-5,0,0,1,0,2,7,2,4,2,2,1,25
06_14_21,1548625,860351427255424021,0,0,3,0,11,10,3,4,4,4,0,3,3,4,-4,4,0,1,1,0,8,2,3,3,2,1,35
06_14_22,1821141,580621347425514521,0,0,3,0,9,9,2,3,4,4,1,3,2,4,-4,0,1,0,1,0,8,4,2,3,3,2,15
06_14_23,6424641,582134067032251571,2,2,1,0,9,11,4,0,3,5,0,2,4,3,-5,0,0,1,0,2,7,2,4,2,2,1,25
06_14_24,1548625,860351427255424021,0,0,3,0,11,10,3,4,4,4,0,3,3,4,-4,4,0,1,1,0,8,2,3,3,2,1,35
06_14_25,1821141,580621347425514521,0,0,3,0,9,9,2,3,4,4,1,3,2,4,-4,0,1,0,1,0,8,4,2,3,3,2,15
06_14_26,6448249,076185423677514015,2,2,2,0,8,7,2,0,4,4,1,2,2,4,-4,0,0,1,0,2,7,5,1,2,3,3,7
06_15_16,4330203,548320167211455371,1,0,3,0,11,10,4,5,2,2,0,3,1,2,-2,5,0,1,1,1,7,1,4,2,2,0,7
06_15_17,1823430,528607314441752033,0,0,3,0,9,9,4,6,2,2,2,3,1,2,-2,1,4,1,1,0,7,2,3,3,3,1,2
06_15_18,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
06_15_19,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
06_15_20,6080202,842350167227434371,2,0,3,0,11,10,4,0,2,2,0,3,1,2,-2,0,0,1,0,2,7,1,4,2,2,0,1
06_15_21,4330203,548320167211455371,1,0,3,0,11,10,4,5,2,2,0,3,1,2,-2,5,0,1,1,1,7,1,4,2,2,0,7
06_15_22,36119,541376820231464314,0,0,1,0,11,9,4,9,3,2,0,1,1,3,-2,1,0,3,3,0,6,4,4,1,2,2,9
06_15_23,1550083,328507164041241311,0,0,3,0,11,10,6,12,1,2,1,3,1,1,-2,4,3,3,3,0,6,1,5,1,1,0,15
06_15_24,6685918,087642351022522030,3,2,1,0,9,9,5,0,4,2,2,3,1,3,-2,0,0,1,0,2,3,1,4,3,2,1,14
06_15_25,1823430,528607314441752033,0,0,3,0,9,9,4,6,2,2,2,3,1,2,-2,1,4,1,1,0,7,2,3,3,3,1,2
06_15_26,36119,541376820231464314,0,0,1,0,11,9,4,9,3,2,0,1,1,3,-2,1,0,3,3,0,6,4,4,1,2,2,9
06_16_17,1550083,328507164041241311,0,0,3,0,11,10,6,12,1,2,1,3,1,1,-2,4,3,3,3,0,6,1,5,1,1,0,15
06_16_18,833794,840516237335131051,0,0,1,0,9,11,5,12,2,5,0,2,3,1,-5,4,0,3,3,0,5,1,5,2,1,1,2
06_16_19,1502014,814253067032414701,0,0,2,0,9,10,5,15,1,5,0,3,4,1,-5,5,0,0,3,0,6,1,5,1,1,0,6
06_16_20,5705094,310527468025202000,2,0,2,0,11,11,6,3,2,3,1,2,2,2,-3,3,1,1,1,2,6,1,5,2,1,1,4
06_16_21,1891321,245863017431444741,0,0,5,0,11,8,3,6,2,3,0,5,2,2,-3,6,0,0,1,0,8,1,3,1,1,0,16
06_16_22,905439,507314862242435371,0,0,2,0,11,9,3,5,3,3,0,2,2,3,-3,5,0,1,1,0,8,4,3,2,2,2,1
06_16_23,834010,814253067132114701,0,0,1,0,9,11,5,12,2,5,0,2,3,2,-5,4,0,0,3,0,6,2,5,2,1,1,9
06_16_24,33651,185064237251555251,0,0,1,0,11,8,3,6,2,3,0,3,2,1,-3,6,0,0,1,0,8,2,1,3,1,2,4
06_16_25,4330203,548320167211455371,1,0,3,0,11,10,4,5,2,2,0,3,1,2,-2,5,0,1,1,1,7,1,4,2,2,0,7
06_16_26,33651,185064237251555251,0,0,1,0,11,8,3,6,2,3,0,3,2,1,-3,6,0,0,1,0,8,2,1,3,1,2,4
06_17_18,859490,582764310422502036,0,0,1,0,9,8,5,4,2,3,2,1,2,2,-3,0,8,4,4,0,3,4,4,1,2,3,58
06_17_19,859490,582764310422502036,0,0,1,0,9,8,5,4,2,3,2,1,2,2,-3,0,8,4,4,0,3,4,4,1,2,3,58
06_17_20,6473557,354160827022204301,2,3,2,0,11,11,6,3,2,3,1,2,2,2,-3,1,1,2,1,2,4,2,5,2,1,1,15
06_17_21,1497479,310647582025700431,0,0,2,0,9,10,4,4,3,3,2,2,2,3,-3,2,4,0,2,0,7,4,3,2,3,2,11
06_17_22,654383,380156472035146053,0,0,1,0,7,8,4,3,3,4,2,1,3,2,-4,1,6,2,3,0,6,5,3,1,3,3,9
06_17_23,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
06_17_24,1148916,538210746402724201,0,0,2,0,5,9,5,9,1,4,2,3,1,1,-4,1,6,3,3,0,6,1,4,3,2,1,2
06_17_25,1497479,310647582025700431,0,0,2,0,9,10,4,4,3,3,2,2,2,3,-3,2,4,0,2,0,7,4,3,2,3,2,11
06_17_26,859490,582764310422502036,0,0,1,0,9,8,5,4,2,3,2,1,2,2,-3,0,8,4,4,0,3,4,4,1,2,3,58
06_18_19,871917,810537264025144001,0,0,1,0,9,9,5,12,2,5,0,1,4,1,-5,1,0,4,4,0,4,1,5,1,1,2,19
06_18_20,6473557,354160827022204301,2,3,2,0,11,11,6,3,2,3,1,2,2,2,-3,1,1,2,1,2,4,2,5,2,1,1,15
06_18_21,6473622,314826075022202720,2,3,2,0,11,11,6,3,2,3,1,2,2,2,-3,3,1,3,1,0,6,2,5,2,1,1,72
06_18_22,859490,582764310422502036,0,0,1,0,9,8,5,4,2,3,2,1,2,2,-3,0,8,4,4,0,3,4,4,1,2,3,58
06_18_23,6473622,314826075022202720,2,3,2,0,11,11,6,3,2,3,1,2,2,2,-3,3,1,3,1,0,6,2,5,2,1,1,72
06_18_24,1289628,280517346637423501,0,0,2,0,6,9,4,12,1,5,1,3,2,1,-5,0,3,3,3,0,6,1,4,3,2,1,5
06_18_25,6473712,514362807422500241,2,3,2,0,6,10,4,3,2,4,1,2,2,2,-4,0,1,3,1,0,6,1,4,2,2,2,2
06_18_26,859490,582764310422502036,0,0,1,0,9,8,5,4,2,3,2,1,2,2,-3,0,8,4,4,0,3,4,4,1,2,3,58
06_19_20,6473557,354160827022204301,2,3,2,0,11,11,6,3,2,3,1,2,2,2,-3,1,1,2,1,2,4,2,5,2,1,1,15
06_19_21,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
06_19_22,859490,582764310422502036,0,0,1,0,9,8,5,4,2,3,2,1,2,2,-3,0,8,4,4,0,3,4,4,1,2,3,58
06_19_23,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
06_19_24,1289628,280517346637423501,0,0,2,0,6,9,4,12,1,5,1,3,2,1,-5,0,3,3,3,0,6,1,4,3,2,1,5
06_19_25,1005543,538140627442224012,0,0,2,0,5,10,4,9,2,4,1,2,2,1,-4,0,3,3,3,0,6,1,4,2,2,2,1
06_19_26,859490,582764310422502036,0,0,1,0,9,8,5,4,2,3,2,1,2,2,-3,0,8,4,4,0,3,4,4,1,2,3,58
06_20_21,6424641,582134067032251571,2,2,1,0,9,11,4,0,3,5,0,2,4,3,-5,0,0,1,0,2,7,2,4,2,2,1,25
06_20_22,6667422,576381420277421014,3,2,1,0,10,9,4,0,3,3,0,1,2,3,-3,0,0,1,0,3,5,4,3,1,2,2,2
06_20_23,6473557,354160827022204301,2,3,2,0,11,11,6,3,2,3,1,2,2,2,-3,1,1,2,1,2,4,2,5,2,1,1,15
06_20_24,6685918,087642351022522030,3,2,1,0,9,9,5,0,4,2,2,3,1,3,-2,0,0,1,0,2,3,1,4,3,2,1,14
06_20_25,6452351,310647582025531433,2,2,2,0,9,10,4,0,3,3,2,2,2,2,-3,0,0,1,0,2,7,4,3,2,3,2,3
06_20_26,6667420,870216354255314431,3,2,1,0,10,9,4,0,3,3,0,1,2,3,-3,0,0,1,0,3,4,3,4,1,2,2,8
06_21_22,1572970,581620347425514541,0,0,3,0,4,7,1,0,4,4,1,3,3,4,-4,0,0,0,0,0,9,5,1,3,3,3,6
06_21_23,6424641,582134067032251571,2,2,1,0,9,11,4,0,3,5,0,2,4,3,-5,0,0,1,0,2,7,2,4,2,2,1,25
06_21_24,1828425,532601847444544242,0,0,4,0,3,6,1,0,3,4,1,4,4,1,-4,0,0,0,0,0,9,4,1,4,3,2,19
06_21_25,1821141,580621347425514521,0,0,3,0,9,9,2,3,4,4,1,3,2,4,-4,0,1,0,1,0,8,4,2,3,3,2,15
06_21_26,1520926,582640317420744031,0,0,2,0,9,8,3,3,3,3,2,2,2,2,-3,2,2,1,1,0,8,5,2,2,3,3,3
06_22_23,6473622,314826075022202720,2,3,2,0,11,11,6,3,2,3,1,2,2,2,-3,3,1,3,1,0,6,2,5,2,1,1,72
06_22_24,1821141,580621347425514521,0,0,3,0,9,9,2,3,4,4,1,3,2,4,-4,0,1,0,1,0,8,4,2,3,3,2,15
06_22_25,1497479,310647582025700431,0,0,2,0,9,10,4,4,3,3,2,2,2,3,-3,2,4,0,2,0,7,4,3,2,3,2,11
06_22_26,729021,810573642025464741,0,0,1,0,8,6,2,6,3,4,1,1,3,2,-4,3,2,2,2,0,7,6,1,1,3,4,8
06_23_24,6473622,314826075022202720,2,3,2,0,11,11,6,3,2,3,1,2,2,2,-3,3,1,3,1,0,6,2,5,2,1,1,72
06_23_25,6424641,582134067032251571,2,2,1,0,9,11,4,0,3,5,0,2,4,3,-5,0,0,1,0,2,7,2,4,2,2,1,25
06_23_26,6473622,314826075022202720,2,3,2,0,11,11,6,3,2,3,1,2,2,2,-3,3,1,3,1,0,6,2,5,2,1,1,72
06_24_25,1888274,520861437455255051,0,0,4,0,9,8,2,4,3,4,1,4,3,3,-4,0,1,1,1,0,8,3,2,4,3,1,8
06_24_26,3473802,038517642004421540,1,0,2,0,4,5,3,3,3,3,3,4,1,1,-3,2,2,0,1,0,7,4,2,4,2,3,1
06_25_26,654383,380156472035146053,0,0,1,0,7,8,4,3,3,4,2,1,3,2,-4,1,6,2,3,0,6,5,3,1,3,3,9
07_08_09,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
07_08_10,1244581,214537680632106154,0,0,2,0,6,7,6,16,0,5,1,3,3,0,-5,0,4,0,4,0,5,1,5,1,0,1,14
07_08_11,4745236,315846027021501051,1,0,4,0,9,7,6,12,1,2,2,5,1,0,-2,4,3,0,3,0,2,0,5,0,0,0,17
07_08_12,4745236,315846027021501051,1,0,4,0,9,7,6,12,1,2,2,5,1,0,-2,4,3,0,3,0,2,0,5,0,0,0,17
07_08_13,1555309,231856074742430450,0,0,3,0,3,7,5,20,0,4,0,3,4,0,-4,0,0,0,3,0,5,1,5,1,0,1,5
07_08_14,903102,358162407021232071,0,0,2,0,11,11,6,9,2,3,1,2,2,2,-3,3,3,3,3,0,6,2,5,2,1,1,3
07_08_15,1244237,352764801027510540,0,0,2,0,6,7,6,16,0,2,1,3,1,0,-2,4,4,0,3,0,3,1,5,1,0,1,4
07_08_16,1550316,142378560217464304,0,0,3,0,11,7,5,20,0,2,0,3,1,0,-2,5,0,0,4,0,3,1,5,1,0,1,46
07_08_17,1244581,214537680632106154,0,0,2,0,6,7,6,16,0,5,1,3,3,0,-5,0,4,0,4,0,5,1,5,1,0,1,14
07_08_18,896169,358102467021246017,0,0,2,0,10,8,6,12,1,2,1,2,1,1,-2,3,4,4,4,0,5,1,5,2,1,1,8
07_08_19,1244581,214537680632106154,0,0,2,0,6,7,6,16,0,5,1,3,3,0,-5,0,4,0,4,0,5,1,5,1,0,1,14
07_08_20,3578159,378140265044214330,1,0,2,0,4,8,6,9,1,3,1,2,3,1,-3,0,3,0,3,1,3,1,5,2,0,2,2
07_08_21,1877491,538120467004145001,0,0,4,0,7,9,6,15,0,5,1,4,3,0,-5,3,3,0,3,0,6,0,5,0,0,0,7
07_08_22,1244581,214537680632106154,0,0,2,0,6,7,6,16,0,5,1,3,3,0,-5,0,4,0,4,0,5,1,5,1,0,1,14
07_08_23,1244581,214537680632106154,0,0,2,0,6,7,6,16,0,5,1,3,3,0,-5,0,4,0,4,0,5,1,5,1,0,1,14
07_08_24,905341,531086274251751071,0,0,2,0,11,8,5,16,1,3,0,2,2,1,-3,4,0,4,4,0,5,2,5,2,0,2,30
07_08_25,1550083,328507164041241311,0,0,3,0,11,10,6,12,1,2,1,3,1,1,-2,4,3,3,3,0,6,1,5,1,1,0,15
07_08_26,905341,531086274251751071,0,0,2,0,11,8,5,16,1,3,0,2,2,1,-3,4,0,4,4,0,5,2,5,2,0,2,30
07_09_10,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
07_09_11,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
07_09_12,6693666,027351864051024211,3,2,4,0,5,7,5,0,3,4,2,5,1,2,-4,0,0,2,0,0,6,1,4,1,1,0,17
07_09_13,6681275,512837064032104551,3,2,1,0,7,9,5,0,3,5,1,1,4,3,-5,0,0,2,0,0,5,2,3,1,2,2,11
07_09_14,6678443,308572461002271075,3,2,1,0,7,6,4,0,5,3,2,3,1,4,-3,0,0,1,0,2,4,4,3,3,2,2,25
07_09_15,6693563,351674028021511050,3,2,3,0,9,8,5,0,3,1,2,4,1,2,-1,0,0,2,0,0,6,1,4,2,2,0,7
07_09_16,6693900,054867312022201431,3,3,1,0,10,9,5,3,3,3,1,3,2,2,-3,3,0,3,1,0,2,1,5,2,1,1,9
07_09_17,2316944,538012746402020510,1,0,1,0,5,6,5,0,3,3,3,2,2,2,-3,0,8,0,4,0,4,2,4,2,2,3,4
07_09_18,3317017,351726084021532031,1,0,1,0,9,7,6,4,3,2,2,2,1,2,-2,1,4,4,4,0,4,3,5,2,1,2,12
07_09_19,3317017,351726084021532031,1,0,1,0,9,7,6,4,3,2,2,2,1,2,-2,1,4,4,4,0,4,3,5,2,1,2,12
07_09_20,6685918,087642351022522030,3,2,1,0,9,9,5,0,4,2,2,3,1,3,-2,0,0,1,0,2,3,1,4,3,2,1,14
07_09_21,6073695,087621354022534031,2,0,2,0,9,8,4,0,5,3,2,4,2,4,-3,0,0,1,0,1,7,3,3,3,2,1,9
07_09_22,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
07_09_23,3317017,351726084021532031,1,0,1,0,9,7,6,4,3,2,2,2,1,2,-2,1,4,4,4,0,4,3,5,2,1,2,12
07_09_24,3654166,306582174004121514,1,0,2,0,5,6,3,0,5,4,2,4,3,4,-4,0,0,0,0,0,8,4,2,4,2,2,17
07_09_25,2027829,056382714044021541,1,0,1,0,4,5,3,0,5,3,3,3,2,4,-3,0,4,0,2,0,6,4,1,3,3,3,9
07_09_26,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
07_10_11,3525733,208135476603102051,1,0,2,0,4,6,6,8,2,5,2,3,3,1,-5,0,4,0,4,0,3,1,5,2,1,1,2
07_10_12,1877491,538120467004145001,0,0,4,0,7,9,6,15,0,5,1,4,3,0,-5,3,3,0,3,0,6,0,5,0,0,0,7
07_10_13,314729,280376514637550121,0,0,1,0,5,8,5,16,1,6,0,2,4,1,-6,0,0,2,3,0,5,2,5,2,1,1,19
07_10_14,6681275,512837064032104551,3,2,1,0,7,9,5,0,3,5,1,1,4,3,-5,0,0,2,0,0,5,2,3,1,2,2,11
07_10_15,4745236,315846027021501051,1,0,4,0,9,7,6,12,1,2,2,5,1,0,-2,4,3,0,3,0,2,0,5,0,0,0,17
07_10_16,1877492,138520467004145201,0,0,4,0,7,9,6,15,0,5,1,4,3,0,-5,4,3,0,1,0,6,0,5,0,0,0,1
07_10_17,1244581,214537680632106154,0,0,2,0,6,7,6,16,0,5,1,3,3,0,-5,0,4,0,4,0,5,1,5,1,0,1,14
07_10_18,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
07_10_19,1244581,214537680632106154,0,0,2,0,6,7,6,16,0,5,1,3,3,0,-5,0,4,0,4,0,5,1,5,1,0,1,14
07_10_20,6402035,137584260004122334,2,2,1,0,6,9,6,4,2,5,1,1,2,2,-5,0,2,1,1,2,4,1,3,1,1,2,5
07_10_21,1594767,820367514055551121,0,0,3,0,5,10,4,10,2,6,0,3,4,1,-6,0,0,0,2,0,7,1,4,2,2,0,12
07_10_22,2717781,137582640006120044,1,0,1,0,6,7,5,6,2,5,1,1,2,1,-5,1,2,0,1,0,6,4,4,1,1,3,2
07_10_23,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
07_10_24,3425194,205831476603102450,1,0,2,0,3,4,5,9,2,5,2,3,2,1,-5,0,3,0,2,0,4,3,4,3,1,2,1
07_10_25,6681275,512837064032104551,3,2,1,0,7,9,5,0,3,5,1,1,4,3,-5,0,0,2,0,0,5,2,3,1,2,2,11
07_10_26,2717781,137582640006120044,1,0,1,0,6,7,5,6,2,5,1,1,2,1,-5,1,2,0,1,0,6,4,4,1,1,3,2
07_11_12,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
07_11_13,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
07_11_14,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
07_11_15,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
07_11_16,4745236,315846027021501051,1,0,4,0,9,7,6,12,1,2,2,5,1,0,-2,4,3,0,3,0,2,0,5,0,0,0,17
07_11_17,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
07_11_18,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
07_11_19,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
07_11_20,6537665,312054867032021232,3,0,1,0,5,9,6,2,3,4,2,3,1,1,-4,0,1,0,1,2,1,1,5,2,1,1,2
07_11_21,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
07_11_22,6520260,031584726002421531,3,0,1,0,5,6,5,0,3,3,3,2,2,1,-3,0,4,1,2,0,4,4,4,2,2,3,8
07_11_23,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
07_11_24,4409819,308526741004442550,1,0,3,0,5,2,4,9,1,2,3,4,1,0,-2,0,6,0,3,0,4,3,2,4,1,3,16
07_11_25,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
07_11_26,2009507,057312864044023504,1,0,1,0,4,3,4,6,2,3,3,3,1,1,-3,0,6,0,3,0,2,4,3,3,1,4,12
07_12_13,4747140,082371564044514232,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,0,2,0,6,0,4,0,0,0,25
07_12_14,6693666,027351864051024211,3,2,4,0,5,7,5,0,3,4,2,5,1,2,-4,0,0,2,0,0,6,1,4,1,1,0,17
07_12_15,4745236,315846027021501051,1,0,4,0,9,7,6,12,1,2,2,5,1,0,-2,4,3,0,3,0,2,0,5,0,0,0,17
07_12_16,4745191,027138465042144000,1,0,4,0,9,7,5,15,1,3,1,5,2,0,-3,5,0,0,3,0,5,0,5,0,0,0,5
07_12_17,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
07_12_18,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
07_12_19,4574189,308127645004274000,1,0,3,0,7,5,6,12,1,2,2,4,1,0,-2,1,4,0,4,0,1,1,5,1,0,1,2
07_12_20,6632306,021354867054021231,3,0,3,0,4,7,5,0,3,4,2,5,2,1,-4,0,0,0,0,2,5,1,4,1,1,0,2
07_12_21,4753857,027814356040571031,1,0,5,0,8,6,5,8,2,3,2,6,1,1,-3,2,2,2,2,0,6,0,4,0,0,0,10
07_12_22,4409819,308526741004442550,1,0,3,0,5,2,4,9,1,2,3,4,1,0,-2,0,6,0,3,0,4,3,2,4,1,3,16
07_12_23,4745236,315846027021501051,1,0,4,0,9,7,6,12,1,2,2,5,1,0,-2,4,3,0,3,0,2,0,5,0,0,0,17
07_12_24,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
07_12_25,4745024,028671354041514033,1,0,4,0,9,7,4,3,4,2,2,5,1,3,-2,0,1,0,1,0,7,1,3,2,2,0,9
07_12_26,5067166,058316742044020510,2,0,1,0,4,5,5,3,2,3,3,3,1,1,-3,0,6,0,3,1,2,1,4,3,1,3,4
07_13_14,6681275,512837064032104551,3,2,1,0,7,9,5,0,3,5,1,1,4,3,-5,0,0,2,0,0,5,2,3,1,2,2,11
07_13_15,3578159,378140265044214330,1,0,2,0,4,8,6,9,1,3,1,2,3,1,-3,0,3,0,3,1,3,1,5,2,0,2,2
